id,text
312754467093225473,Holding this baby down for spring break http://t.co/3Hi0HcVR3t
312734451329286144,@xXjungaXx come outside
312417844656762881,@KidComeUp that bird will drop a dollar and still pick it up
312412849811103747,We try to find ways to kill time but time kills us http://t.co/WiK8XMMZTT
312338872128389120,"""September 10th baby, you know what tomorrow is. Party at my house!"" #thingsyoudontyellwhenenteringaroom"
311918810233974787,"""@therealAbdul_: The guy announcing who the pope is looks like he's gonna kick the bucket any minute now."" Ahahaha"
311904098364567552,"Never try to fork a mini tomato while wearing a white shirt, it will explode"
311720839647227905,The efficient man is the man who thinks for himself
311691446535204864,RT @BossDonWave: whom god bless no man can curse
311627403564818432,"@MelloChamp lol I'm about to be on that schedule habitually, after spring break..."
311587759661932545,"@MelloChamp yo lets hit the gym and then res, whattayasay? Oh and my phone is off so respond with a tweet"
311579489031319554,"""Some people feel the rain. Others just get wet"" probably the gayest thing I ever heard but don't mind me I obviously just get wet."
311170485041913860,RT @LifeAsRednecks: There is absolutely no excuse for being a male cheerleader..
311162091195219970,"people that say ""I hate posts about religion like stop trying to convert me"" and then go on to post some shit about jersey shore #ihateyou"
311156600872247296,@sotirop_evi the founding farmers would agree with you
311155505743659008,"Shocking shit, more so than that time I found out a tomato is a fruit"
310990789813628928,I wanna study a broad or two
310976505486381056,Chappelles show is on #theniggerfamily #throwback
310969086404337665,RT @WolfpackAlan: Currently whale watching outside of McDonalds.
310968648569348097,RT @Kid_Wavyy: I'm bout to slap this broad through my cell phone
310968525437153280,RT @Kid_Wavyy: Death is only a corner away so look alive out here
310962558666424320,Never underestimate the rebel with a cause
310944180107096065,"@Basiklee always a pleasure brotha, see you in a couple months"
310584163369644032,Young Robel is out here tonight
310287457474195457,This fire alarm is so fun #saidthecolddrunkcollegekids
310231323275042816,"Peanut butter, fluff and nutella #iwentthere"
310184995174105090,Too many surprises today
310184826890244097, she's up to no good
309856196154757120,"I haven't seen a silly rabbit trix are for kids commercial in a while, did he finally get some or what..."
309786155736518656,RT @FillWerrell: Seniors &gt; Juniors &gt; Sophomores &gt; Administration &gt; Staff &gt; Janitors &gt; Trees &gt; Rocks &gt; Dirt &gt;  ...
309557367035551744,"What you got to drink bro?
-I got some water
-you got something stronger than that?
-yea, I got some ice"
309529555155181568,"""Mirror mirror on the wall, I ain't too short I ain't too tall god dam I have it all""- fresh prince"
309442823298625536,There are enough worms for all the birds stop killing each other for 'em
309423410549760000,Death is the destroyer of all pleasures
309413443084095488,RT @ThisDopeKid: #WhitePeopleActivities &amp; #BlackPeopleActivities 😂. http://t.co/AXs4sbx8bD
309331545703981059,No class for two hours? Is that a nap I feel coming on #hellyeaa
308785937746378754,"@TroyCrossley in the comfort of my dorm room, with a MacBook and a mic #imamacbookrapper when I'm bored"
308761429492781057,@TroyCrossley I got bars get on a track with me bro
308161941535334400,Waking up at 5am every day
308013681189470208,#mehei suka lubov'
307639475490664448,Taking a shower after watching a scary movie is always exciting
306937296127680512,"""Studying"" is just a combination of the words student and dying"
306653889518764032,MTV is garbage
306516356831002625,"I got bread on this game, I'm up 50"
306516175901319170,Gooooooaaaaaal!!!
306514923507314690,@Kid_Wavyy you're not nice in FIFA tho
306514684528435200,@Kid_Wavyy real brought the smoke
306513528137863169,Goooooooaaaallaaaaaassooooooo
306250283862855681,"RT @SheeWantsYourD: bitches be like: ""noooooo! you hang up first"" i be like: *click*"
306131862789709824,"Wouldn't it be pretty cool if someone that you weren't too fond of was just like, ""yu know I must be a bother, let me just fuck off"" #iwish"
305850501235347457,"Share the love, the knowledge and the wealth"
305561914329686016,RT @autocorrects: Laughing At That Part In The Movie That No One Else Thinks Is Funny.
305549767939850240,All she knows is yes
305508438912409601,"Aye mambo, mambo Italiano"
304854885067808768,@Kid_Wavyy you color blind? that looks like some stanky tho
304107859006849024,"@bbccww383 that's great man, how are you liking it out there?"
303002275675267073,Not being able to find the remote to the tv is probably one of the most reoccurring struggles of life
302903525220954112,"@bbccww383 ward, where/how the hell are ya man?"
302655003250794496,I need a leather jacket and some grease
302604212313923587,@MelloChamp yu on campus?
302591373448720387,"@Kid_Wavyy valid shit young, ill hit yu soon"
302586407304712193,@Kid_Wavyy you're just another scram who says turd
302324812624310272,@biggblakk92 pints of henny didn't do it for yu bro?
301781382223503360,I killed Abe Lincoln during my two hour nap #intensedream
299605882029867008,"I hate these college desks, way too small to sleep on"
299366872200130560,"""Taken in broad day light"" sucks to be a woman, this broad got kidnapped by some fiend #traplife"
299287725935312896,"Everything in life can be free, if you run fast enough..."
299253529187590144,@CopDaWholeThang I'm bridge side
299221991901253634,"Why text first when you can just wait, wait, wait, wait, wait, complain about texting first on twitter, wait, wait, wait."
299027398500970497,@Kid_Wavyy stop lying
298985597761110016,the block is hot
298896254514102272,@Kid_Wavyy dam b you ought to support your shorty in these desperate times and hardships
298686743044034560,RT @MonTanA_BaBy: @CopDaWholeThang pops got the choppa nigga #fucka44
298686648793829376,RT @CopDaWholeThang: @MonTanA_BaBy its about to be operation kick in the door waving the 44 ngga
298682159500242944,"RT @FillWerrell: If you could chose between World Peace and Bill Gates' fortune, what color would your Lamborghini be?"
298682029254512642,RT @FillWerrell: #ResponseToILoveYou http://t.co/tnDcGJ5X
298092598520848385,"@TroyCrossley @xxjungaxx I'm always for that life, I'll let yu know when I'm in the city"
297843278554992640,I'm in the New York state of mind
297575113690320897,In the air
297571024755642368,"Do I look like that much of a softy I got these frail ass kids tryin to come at my neck, little do these dogs know they're barking at a lion"
297566167772561409,"@TroyCrossley sending peace and blessings your way ahk! Ahaha what's popping my guy, how you living?"
297372292697165826,@DrJohnnyBlaze you know I had to hit up res for some cookies right quick aha
297360895716229121,"Woke up at 8:50, made to class by 9:03  #sleepovereverything"
297239624122765312,Dogs are cool pets and all but letting one lick your face is a bit much #thatshitsgross #dirtydogs #dirtierhumans
296520021734195200,"@NbeFly lol you're thinking too far ahead, young."
296499875351240704,Speed limited to 118 http://t.co/66qMaDAv
296472111248179200,"I got these bros that I'd take a bullet for, in the leg or the shoulder or something nothing fatal tho"
296112810973331457,@xXjungaXx yu making moves to the mother land??
294321629507493888,"Just got put on to misfits, it's kind of the shit"
294106757884682240,"If I'm ever not picking up the phone don't assume something like death, naaah I'm fucking with deaths cousin #sleep #shemygoto #yafeelme"
293970984162185218,"My roommate talks in his sleep, when he does I respond, that must alter his dreams a lil bit"
293968176918716416,"Back to terrible food, hot pockets and school bs.. Dam I'm just tryina be at that stage in life where I'm coming home to my wife from work"
293289746275381248,I can't seem to drift away into the land of dreams #ditty
293191999815819264,"@therealAbdul_ you are one more ass pic away from losing my follow Abdul, at least warm dudes with a caption or something"
293156465907232768,RT @MonTanA_BaBy: Ballin like I play for New England #PatsHoe
292907669944152065,@WhoButJosh @ohjeyy yooo wtf I swear the last time yu sent me the request it said French too! I felt like a retard that game yo u a cheater
292903444233207810,"@OhJeyy homie, I gotchu!"
292767349336072192,"To be honest, I don't care for those people that wanna commit suicide, your life b, do what you think will make you happy #selfishbastards"
292765857447292930,"those ""I can't live without him/her"" relationships are "
292549150573219840,@muftimenk but when we consider prophet Muhammad (s.a.a.w) as our role model that's when we achieve true success &amp; a path to Jannah
292410691040714753,Don't seek the satisfaction of other people because 1. Its a waste of your time and 2. It's just impossible
291831445293514752,@Kid_Wavyy nothing for now b
291780075156819968,@OhJeyy @thebad_habit give me yall usernames and watch me tap that ass
291726490586992642,"RT @VitaFiasco: The acid bath cure-all RT""@J_tsar: Breaking Bad taught me how to dispose of a corpse"""
291688148050788353,Breaking Bad taught me how to dispose of a corpse
291656890390286336,I need to pay my bill but in order to do that I gotta get the crib #notforthatlife #nophonefornow
291610275755470849,8 is not enough I need more #sleep
291447088791822336,"Cambridge got some real, genuinely good people but at the same time this city can be fake as fuck just like any other town #upholdthereal "
291446340192460800,"Has anyone ever told you that you're beautiful? 
-No you'll be the first :) 
No, I won't be..."
291424446152069120,So many Latino kids took up boxing since my retirement it's crazy and most of them are below 5'5
291423943418597376,"I don't argue with fools who say islam is terrorism it's not worth a thing, let an idiot remain an idiot"
291104894994219008,Ibuprofen and mids for the night ahaha I'm joking
290868103401861120,"Money is overrated, it's not the only thing that brings happiness, hmm what else can I say to soothe my soul before I get paid this Friday.."
290804142425911296,"Hello, my name is Monday and I hate people."
290347732688850944,@MelloChamp is it the 20th?
290232040937365504,RT @SkrillaMane: “@BbeSTACKIN: you gotta talk to niggas like they ain't shit.... cause then they start to believe it and you'll be runni ...
290228448595697664,Sergeant Ray must have been scared of something
290227971292282881,"Met this marine yesterday who said he doesn't give his name out to ""unclassified personnel"" he then proceeded to tell me his name quietly"
289818522538881025,Dam shame when you mess up a good tweet with a typo
289586164418084864,"While watching the titanic, only the guys in the room pulled out their phones or stopped paying attention right before jacks death #soft"
289450016874053632,"What's with dudes telling other dudes to shave, c'mon son no one wants to hear that"
289167253105168386,On some Harry potter shit http://t.co/4ASDCY9l
288756033273335809,"You must have a very beautiful wife..
-yea, how do you know that?
You're ugly but your kids are good looking"
288694380724908032,"-should I not go?
-no. 
-""no don't go"" or ""no, go"" 
-yea 
"
288432771263758336,You can hit the gym all you want but if you're a coward at heart dudes will still step all over you
288182347193528321,"I'm always hungry, this is getting kind of annoying"
288180503301984256,"I need to go back to school, no freedom out here for a brother #imlockeduptheywontletmeout"
288107899723583488,"Now I'm wondering who instead of letting the egg hatch and grow into a chicken, decided to crack it and put it on a hot surface #feelme ?"
288094976934551552,Dam man I gotta make a tough decision here... Do I want to make these eggs scrambled or sunny side up
287822450362826753,"I'm honestly too lazy to eat the things I like, a pomegranate for example takes too much effort"
287456852462161920,I don't like when people ask unnecessary questions like how are you? Why so sad? Why do you need cyanide pills?
287308975479869440,"We are able to speak street vernacular and job interview"" Dave Chappelle"
287307492294262784,"Duck season, Elmer Fudd knows what it is http://t.co/OyIF3GSt"
287102617430147072, Bang! Bang!
286718541955211264,"@Basiklee my bad lee, herb move on my part, tomorrow or Friday man lets link"
286709208756400128,"I don't understand why it's give me head, ocho cinco??"
286691965700034562,"I actually never used a razor blade to shave, always stuck to the trimmer"
286670611781140480,I've become a hermit
286365457357885442,@therealAbdul_ come back to the cold Abdulaa!!
286357336019304448,@dominickPipes yea dude no doubt. I'm in Cambridge but sometime this break dudes need to link up and chill
286352461013319680,@dominickPipes pizdu zakroi
286321521805369345,"Seeing as how my doodles are more artsy than most of the tats kids are gettin, I think I can make bank as a tat artist #timetogetthismugga"
285829278485053440,"@Kid_Wavyy the option of volume may not be at my disposal tonight, we'll see tho"
285820509101383681,@Basiklee @kid_wavyy there's gonna be 1 thing on that list and anyone can guess what it's gonna be
285819909789859840,@Kid_Wavyy major charge homie
285660074410668034,@CopDaWholeThang iiiiiiiiiggghhhhttttt
285659349093863424,@CopDaWholeThang ahaha I'm charging it cuh
285657935605010432,"I meet the most amazing people, spent the day with this Jamaican Muslim convert who shared his whole story with me, my religion is the truth"
285534429890367488,"""Bring the drugs, ill bring the pain"" bitch, yu better bring something more to the table... "
285241014006996992,@OhJeyy that a trick question? Cuz I'm always sexy
284812940610269186,Karim And Jahar Arab Perverts #keyandpeele http://t.co/GEHSD5jq
284572274831536128,Just saved a bunch of money on my car insurance by switching my car into reverse and driving away from the accident 
284545366106451970,RT @NickkeyG: dont know how someone could say they hate there mother i can never relate'-
284381437766008833,God dam I felt amazing  until this fever came back 
283457871876870144,It must be tough on some parents to give credit for their love and purchases to Santa
283435617822601216,@xXjungaXx no wonder you became a ciroc boy no pops to tame the beast inside huh?
283432214966984704,@xXjungaXx long visit
283427003527491584,"Brothers at the mosque either think I'm a convert or that I'm from Algeria or Syria, just the other day a guy asked me how I came to Islam"
283315339922661378,"Mom, did you adopt me?            
Son, do you really think we would of picked you if we had?"
283296139242000384,"Living with this cat is straight torture, I'm not a cat person anymore"
283270744966828032,"RT @CartmanHumor: ""Polar bears can't jump."" - Black bears"
283231268315987968,"My last tweets felt too wrong, I don't like to objectify women or judge anyone  for their actions"
283056800822067200,Yo you see that Lamborghini reventon right outside? I got an iPhone that's exactly the same color
283054808582205440,"Beemer, Benz or Bentley? Honda, bro."
283053662694162434,"Well actually I take that back, I've had a few fun times reading"
283052979408486400,"When I read it's not for fun, no fun in it all #itsfortheknowledge"
282598967911514116,S&amp;s wings are not that popping #saidthemanwithfunctioningtastebuds
282220470886096897,"All this talk about the world ending triggered a zombie apocalypse dream last night, weak part was only gettin to 1st base before worlds end"
281848241237135360,RT @CopDaWholeThang: @CambridgePolice Bird ass niggas
281112462516961281,"RT @BossDonWave: go ahead stupid niggaz go fuck wit them chicks, im the 3rd little piggy ima fuck wit them bricks"
280918671059202048,Hova 
280570774660722688,Cereal and milk but no plates that's weak man
280204968194105344,Off with a warning jakes got nothing on me #speedingticketappealed #recordstillclean #ridingdirty #theyllnevercatchme ahaha feel meee
279143502921744384,I feel kind of clever at night by putting my alarm far from my bed but I really hate myself in the morning for it
279125092783489024,I'll always break for a crossing squirrel
279111416118644737,The product never matches the advertisement bitch gave me milk http://t.co/v9h3rb9Q
278975736197550081,@VitaFiasco cleeaahllyy
278935560503033856,I had the scariest dream last night man when I woke up I was so relieved that it was only a dream
278935151252230145,@VitaFiasco what a dick
278911856758910980,сука нахуй хочу бэху мне похуй опять проехала мимо мне стало плохо #bmw
278763507929997312,"Skyyy rockets in flight, night time delight"
278209698954625024,Even my boxers are wet and it's cold maayne.
278164005913235456,@Basiklee what if they light the l and pass it your way??
278126869688221698,It's a struggle out here http://t.co/zUY9BtYZ
278094859544436736,No matter where life takes me you'll still find me with a smile
278081945139810305,"2 essays down, one to go baby"
277872617967468544,Tough loss before the finals #imhurtinginside http://t.co/GZ4H8zfr
277678895304699904,@xXjungaXx lol your cat??
277191764857724928,"Once my teacher said she accepts all late work without penalties, 1. I fell in love with her and 2. It was my cue not to do shit until now"
277123944648163329,"@therealAbdul_ abdul, are you still planning on coming?"
277122668451463168,broken iphone = broken heart
276829906510430209,Amazing #nofilter http://t.co/DqjWEOOQ
276438497202696192,"@therealAbdul_ are you kidding me? fuck, i thought i'd be the first to notice... i kinda wish i had a look alike."
276434272259280896,"@therealAbdul_ bro, brother, brah, now dont be mad but i can't help but see a little bit of you in this man LOL http://t.co/m1m284Nx"
276433488599732224,"i'm surprised that there are no celery related deaths, that's one mean vegetable"
276377500991500289,something light for lunch http://t.co/CvAiNXi
276244068126838784,"woke up to a chicken calzone and spaghetti, tonight i feast"
276050229181181952,"""girl, ima tell you straight up, you are one tall glass of water and I am thirsty"""
275889451933265920,"the only reason i'm not sleeping right now is because i drank like half a gallon of water, it's not safe to fall asleep"
275887752199942144,"A smile isn't just mouth movement, one can distinguish between fake &amp; real smiles by the shimmer of happiness in the persons eyes"
275852024963289088,"You see, there are rap artists and there are noise makers #itsnotallmusic #someofitisbullshit"
275832783706931200,What a clown. http://t.co/rQWVwAEx
275713091348594689,it takes a lot of faith to elude hypocrisy
275704685103575040,"""dam, I think that cig had a few extra doses of rat poison"""
275645429738262529,My goal for the 2013 year is to get a girl pregnant and become a daddy #saidnooneever
275380649886633984,"I hate long distance relationships, food is always so far away from me"
275374769183002624,"Welcome to the jungle, careful of the fever"
275058551263739904,Optimism is favorable but the pessimistic point of view is important to   have because #shithappens
274378743496187904,"@eduardomporto thanks bro, throwing a bit of my thoughts out there"
274377323078352897,Of course she does
274377077560586240,"Mary, wanna?"
274315238378196992,But I also like when people stand by what they believe no matter what any jerk like me says
274313649068318720,"I kind of like religious debates, just hearing what other people believe is interesting and then crushing their beliefs with facts is fun"
274031699082485761,yea im procrastinating http://t.co/UmBu3lEy
274023209509220352,lmao this is too funny http://t.co/6JhqppH0
273921361775325185,"you guys know that the suicide rate for active duty american soldiers is at an all time high for 2012, a suicide a day, whats the #problem?"
273912845014556672,I was going to make a joke about Hamas but it Israeli inappropriate
273895885384085504,"This cafeteria got too many UFOs, unidentified fried objects"
273889236690796546,@MelloChamp that's quiet a decision to make off the bat but you'll be alright
273881800613433344,@MelloChamp Jim nooooooo
273721546877571072,yeah i'm still doing homework
273719685877493761,#4wordsaftasex what was your name?
273705365890285568,Free Palestine
273703644451463168,alor danse
273698014189731840,10 pages and 5 hours later #sourhour
273644987898531840,"RT @klizzzle: ""A tiger doesn't lose sleep over the opinion of a sheep."""
273637491586785280,"@TheSupplier im telling you kid, snatch or lock, stock and two smoking barrets"
273629198642475008,"for the thrill of it, why else?"
273526598232317953,"me and my homies tryina get it, ya bish"
273035105977630720,@Kid_Wavyy @CopDaWholeThang ahaha yea he caught one to the grill
273034731413712898,i dont sleep anymore...
272192380868886528,"@xXjungaXx cool, I believe it."
272125056493158402,@xXjungaXx where'd you get it?
272116928896716800,@xXjungaXx it came with the head? And organic stuffing?? Yuuumm
271960186812522496,"New York is so ratchet on black Friday it's ridiculous, I'm to bed son"
271477927810564096,Lamb kebab #word new York got exactly what I need
271475689637675009,RT @Kid_Wavyy: jus pearled a woddy riii quick
271465738634661888,Wasup wasup wasup mofucka where my money at
271446675044855808,I'm to the big apple
270610513023598592,taking a 30 minute power nap was a terrible idea
270604843788414977,"@therealAbdul_ never had one, can't relate"
270526001019252736,@therealAbdul_ owned #likethemyspacedays
270400452447834112,"Got my phone back, there's still hope for humanity after all"
270311196215873538,Can't find my phone #thatstragic
270101589837111297,i love it when im more sleepy than hungry because then i could just knock out completely famished #college
270066191916208128,Prime parking job http://t.co/wmekyNpk
270018393137086465,This night deserves Hennessy a bad bitch and an o of weed the holy trinity
269598312385085440,@Kid_Wavyy how you getting back??
269400808418836480,@Kid_Wavyy put me on I'm faah daaat
269351292193878016,"lost boys and lost girls found each other, need I say more..."
268452955789877249,"Anyone else wake up because of a leg cramp this morning? not kidding my calf was going through some shit today, I almost cried"
268221734258356224,may god bless the scientific cure for the insane
268211933734371328,what constitutes the trap life is the pursuit of profit
268210911527968768,#in6thgrade i think it was something like G g g g g g g g G-unit all around
268198719751614464,RT @Kid_Wavyy: @J_tsar that is SOOOOOOOOOOOOOOO true my niggga use to have a jumper like Jimmy tssssssssssssss smh what happpened to dat
268198223745798144,RT @Kid_Wavyy: @J_tsar YOU fuckinn Commi
268196299399122944,#in8thgrade my three point shot was better than Kobes
268195470948577280,#in3rdgrade I didn't speak a word of english
268151938636464129,chief keef is garbage and that's #3hunna
267853717842325504,@MelloChamp Yea buddy
267847897180172288,"I'm from the murder capital, where they murder for capital"
267757927455145984,I will never eat McDonald's again #lieswetellourselves
267739735991123969,"@MelloChamp ahaha it was a tough decision to make in the nick of time Jim, dont be so hard on yourself"
267426764366675968,my cat's attack technique is killer
267147343269335040,"We're best friends already, fuck my allergies tho http://t.co/iEtrTLrB"
267141971133485057,Peep the fur ball she's part of the fam http://t.co/HLzpzYP0
267130773004488704,People that don't know how to apologize will be sorry one day
267091667654410240,"The first one I give head to, the second one I cuddle with, the third one I give the dick to #imtalkingaboutmypillows ahaha"
266796137493712896,@MelloChamp in your building?
266794694414041088,"I talk so much faster in russian than i do in english, it's weird."
266793967113367552,"he put me on to adriano celentano tho, the man is a legend"
266792530442612736,my dad's reaction to rap music on the radio always made me laugh #imissthatman
266660524840853504,2 pairs of pants type of weather
266633683270766592,"I slept 16 hours, that can't be healthy"
266377520822235136,"i've been up for so long, time to hibernate"
266362584792444928,@BettZamparelli  lupe is looking out for the bitches
266311817784086528,new wisdom teeth coming in #thatsthatshitidontlike
266311306414534656,"@Basiklee clearly you're not hip to the backfire urinal effect, pair of khakis and a urinal and you got yourself some stained pants yg"
266206695695462401,Pulled one of those all nighters #countingsheepwithmyeyesopen
266186956340334592,"I should of slept through this class, yes obama won and yea a lot of money was  spent #fuckpoliticalscience"
266081059354062849,@therealAbdul_ road trip?
266074043684368384,@therealAbdul_ you tryina have a legal experience?
266068297378828288,RT @MonTanA_BaBy: Barack you my dawg but we all puppets in this bitch..
266032403519258625,america is impervious to the fuckery #justforthisoneday
266032245813424129,RT @BarackObama: This happened because of you. Thank you.
265965537627090944,RT @WakaFlockaBSM: WTF Romney is winning ?? http://t.co/ulGJPsK4
265965404604747776,"@biggblakk92 simoneee, chill it's only medical, you will still get in trouble if you smoke bud anywhere on the street guy"
265310824816599040,this fella just asked me where i get my eyebrows done #imflattered but i uuh don't do that...
265257967828484096,@xXjungaXx You are officially hooked like a fizzle on crack
265248973839818753,"RT @FalsePeterFG: If you were sleeping between a beautiful girl and a gay man, who's side would you turn your back to?"
265207945833361410,"bitch, dont kill my vibe"
265207522573574144,my net worth right now #itsupthere
265205842373132288,"@xXjungaXx fam, spend that money that you have here the right way, it actually will help #throwingknowledgeatyourightnow"
265204658518233090,@xXjungaXx let the scraps know what the deal is
265204078861250560,@xXjungaXx lol be successful here and you'll be successful there #youknowthisman
265202327462477824,"@xXjungaXx lol ye it would suck but at that point no one's gonna say, ""dam he was just about to get that job"" there r other concerns, i hope"
